ORDER_KEY,ORDER_DATE,CUSTOMER_KEY,STATUS_CODE,PRIORITY_CODE,CLERK_NAME,SHIP_PRIORITY,ORDER_COUNT,RETURN_COUNT,GROSS_ITEM_SALES_AMOUNT,ITEM_DISCOUNT_AMOUNT,ITEM_TAX_AMOUNT,NET_ITEM_SALES_AMOUNT,NAME,ADDRESS,NATION,REGION,PHONE_NUMBER
18886,1992-01-28,184,F,3-MEDIUM,Clerk#000000672,0,1,3,222603,0.0,0.0,445206.0,Customer#000000184,uoOpBuRr42f1WIqnVYAhxbAA9bkK6HUGpOt,VIETNAM,ASIA,31-739-340-5476
36418,1992-01-28,1489,F,4-NOT SPECIFIED,Clerk#000000370,0,1,2,103016,0.0,0.0,206032.0,,,,,
45984,1992-01-28,1471,F,3-MEDIUM,Clerk#000000883,0,1,3,194158,0.0,0.0,388316.0,,,,,
46852,1992-01-29,1390,F,4-NOT SPECIFIED,Clerk#000000167,0,1,3,322717,0.0,0.0,645434.0,,,,,
8070,1992-01-29,1003,F,3-MEDIUM,Clerk#000000293,0,1,2,349112,0.0,0.0,698224.0,,,,,
36484,1992-01-29,493,F,1-URGENT,Clerk#000000501,0,1,3,203604,0.0,0.0,407208.0,Customer#000000493,G dRBjxmBBug1 xRSa6VwRchFDtU5b,MOZAMBIQUE,AFRICA,26-514-558-7246
47526,1992-01-29,1208,F,1-URGENT,Clerk#000000987,0,1,2,93298,0.0,0.0,186596.0,,,,,
44802,1992-01-29,281,F,5-LOW,Clerk#000000069,0,1,1,43299,0.0,0.0,86598.0,Customer#000000281,x5gJ8IGm2Fo9Jigt,FRANCE,EUROPE,16-809-382-6446
37347,1992-01-30,374,F,2-HIGH,Clerk#000000701,0,1,4,211139,0.0,0.0,422278.0,Customer#000000374,"fg4eklU1,UaFOan",RUSSIA,EUROPE,32-282-723-3627
3168,1992-01-30,1358,F,5-LOW,Clerk#000000352,0,1,2,102720,0.0,0.0,205440.0,,,,,
15557,1992-01-30,964,F,1-URGENT,Clerk#000000287,0,1,2,87359,0.0,0.0,174718.0,,,,,
30949,1992-01-31,1075,F,1-URGENT,Clerk#000000776,0,1,0,154928,0.0,0.0,309856.0,,,,,
47395,1992-01-31,782,F,5-LOW,Clerk#000000663,0,1,0,116249,0.0,0.0,232498.0,,,,,
57346,1992-01-31,1498,F,2-HIGH,Clerk#000000344,0,1,1,52178,0.0,0.0,104356.0,,,,,
47687,1992-01-31,934,F,1-URGENT,Clerk#000000890,0,1,1,126983,0.0,0.0,253966.0,,,,,
41510,1992-01-31,616,F,4-NOT SPECIFIED,Clerk#000000458,0,1,0,21203,0.0,0.0,42406.0,,,,,
53795,1992-01-31,733,F,2-HIGH,Clerk#000000769,0,1,4,170214,0.0,0.0,340428.0,,,,,
9925,1992-01-31,52,F,1-URGENT,Clerk#000000751,0,1,2,308048,0.0,0.0,616096.0,Customer#000000052,7 QOqGqqSy9jfV51BC71jcHJSD0,IRAQ,MIDDLE EAST,21-186-284-5998
44167,1992-01-31,323,F,1-URGENT,Clerk#000000078,0,1,3,223033,0.0,0.0,446066.0,Customer#000000323,"ZLnVZ CXRi2,QDrlo",CHINA,ASIA,28-347-223-6024
20003,1992-01-31,1162,F,3-MEDIUM,Clerk#000000074,0,1,4,186245,0.0,0.0,372490.0,,,,,
9253,1992-01-31,818,F,1-URGENT,Clerk#000000307,0,1,2,261507,0.0,0.0,523014.0,,,,,
57280,1992-02-01,1304,F,3-MEDIUM,Clerk#000000106,0,1,2,133240,0.0,0.0,266480.0,,,,,
20256,1992-02-01,490,F,5-LOW,Clerk#000000649,0,1,0,55674,0.0,0.0,111348.0,Customer#000000490," 66fG3Fyb946cVQsH9Z3VMNzR,yfHMKIEB",RUSSIA,EUROPE,32-268-147-7824
12644,1992-02-01,1159,F,2-HIGH,Clerk#000000394,0,1,1,149812,0.0,0.0,299624.0,,,,,
30113,1992-02-01,115,F,5-LOW,Clerk#000000894,0,1,0,30128,0.0,0.0,60256.0,Customer#000000115,0WFt1IXENmUT2BgbsB0ShVKJZt0HCBCbFl0aHc,INDIA,ASIA,18-971-699-1843
50468,1992-02-01,547,F,1-URGENT,Clerk#000000573,0,1,1,58032,0.0,0.0,116064.0,,,,,
41312,1992-02-01,1004,F,4-NOT SPECIFIED,Clerk#000000415,0,1,5,204624,0.0,0.0,409248.0,,,,,
54020,1992-02-01,292,F,5-LOW,Clerk#000000257,0,1,4,109540,0.0,0.0,219080.0,Customer#000000292,hCXh3vxC4uje9,IRAQ,MIDDLE EAST,21-457-910-2923
20417,1992-02-02,991,F,4-NOT SPECIFIED,Clerk#000000809,0,1,1,55719,0.0,0.0,111438.0,,,,,
58113,1992-02-02,371,F,2-HIGH,Clerk#000000245,0,1,3,199065,0.0,0.0,398130.0,Customer#000000371,dnxjCYwhuSHx 9KX38nV0R16fG,RUSSIA,EUROPE,32-119-346-2028
34470,1992-02-02,247,F,1-URGENT,Clerk#000000361,0,1,3,147292,0.0,0.0,294584.0,Customer#000000247,N8q4W4QQG2mHY47Dg6,SAUDI ARABIA,MIDDLE EAST,30-151-905-3513
6757,1992-02-02,952,F,3-MEDIUM,Clerk#000000228,0,1,2,272309,0.0,0.0,544618.0,,,,,
50148,1992-02-02,1192,F,3-MEDIUM,Clerk#000000110,0,1,1,168568,0.0,0.0,337136.0,,,,,
46788,1992-02-02,898,F,5-LOW,Clerk#000000025,0,1,2,109696,0.0,0.0,219392.0,,,,,
34912,1992-02-03,1472,F,5-LOW,Clerk#000000976,0,1,0,28148,0.0,0.0,56296.0,,,,,
22916,1992-02-03,460,F,3-MEDIUM,Clerk#000000822,0,1,1,20302,0.0,0.0,40604.0,Customer#000000460,"Gbx5Hnw,ctlI7",IRAQ,MIDDLE EAST,21-643-955-6555
8832,1992-02-03,511,F,5-LOW,Clerk#000000399,0,1,1,127389,0.0,0.0,254778.0,,,,,
41345,1992-02-03,1306,F,3-MEDIUM,Clerk#000000679,0,1,3,217797,0.0,0.0,435594.0,,,,,
57539,1992-02-03,1118,F,5-LOW,Clerk#000000941,0,1,2,65975,0.0,0.0,131950.0,,,,,
39813,1992-02-03,1120,F,1-URGENT,Clerk#000000169,0,1,1,101859,0.0,0.0,203718.0,,,,,
32513,1992-02-03,829,F,5-LOW,Clerk#000000740,0,1,2,116391,0.0,0.0,232782.0,,,,,
15943,1992-02-03,188,F,1-URGENT,Clerk#000000764,0,1,2,80547,0.0,0.0,161094.0,Customer#000000188,58Srs6gEEoD3ZfwgXDM1OayRiaSY6K9YsveWwV,ETHIOPIA,AFRICA,15-613-528-7811
8067,1992-02-04,49,F,2-HIGH,Clerk#000000485,0,1,1,99183,0.0,0.0,198366.0,Customer#000000049,"cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl",IRAN,MIDDLE EAST,20-908-631-4424
40100,1992-02-05,1060,F,5-LOW,Clerk#000000055,0,1,4,268059,0.0,0.0,536118.0,,,,,
38597,1992-02-05,416,F,1-URGENT,Clerk#000000417,0,1,5,183704,0.0,0.0,367408.0,Customer#000000416,fm7H7k6sYhKfXttOT,JAPAN,ASIA,22-651-146-4780
16996,1992-02-05,1142,F,5-LOW,Clerk#000000108,0,1,0,137082,0.0,0.0,274164.0,,,,,
7072,1992-02-05,1105,F,1-URGENT,Clerk#000000061,0,1,1,72161,0.0,0.0,144322.0,,,,,
40098,1992-02-06,241,F,5-LOW,Clerk#000000626,0,1,3,211553,0.0,0.0,423106.0,Customer#000000241,"FBuwHkPR450PvnZnAezcaeMaS,hX3Ifdk",INDONESIA,ASIA,19-344-614-2207
34083,1992-02-06,886,F,4-NOT SPECIFIED,Clerk#000000165,0,1,4,205905,0.0,0.0,411810.0,,,,,
21537,1992-02-06,857,F,1-URGENT,Clerk#000000924,0,1,2,62391,0.0,0.0,124782.0,,,,,
50567,1992-02-06,865,F,3-MEDIUM,Clerk#000000156,0,1,1,154934,0.0,0.0,309868.0,,,,,
56422,1992-02-06,115,F,3-MEDIUM,Clerk#000000959,0,1,2,198042,0.0,0.0,396084.0,Customer#000000115,0WFt1IXENmUT2BgbsB0ShVKJZt0HCBCbFl0aHc,INDIA,ASIA,18-971-699-1843
17635,1992-02-06,614,F,4-NOT SPECIFIED,Clerk#000000145,0,1,5,321868,0.0,0.0,643736.0,,,,,
16548,1992-02-06,10,F,4-NOT SPECIFIED,Clerk#000000851,0,1,2,158246,0.0,0.0,316492.0,Customer#000000010,6LrEaV6KR6PLVcgl2ArL Q3rqzLzcT1 v2,ETHIOPIA,AFRICA,15-741-346-9870
44608,1992-02-06,239,F,1-URGENT,Clerk#000000181,0,1,6,278884,0.0,0.0,557768.0,Customer#000000239,w8eRmMOmUTjVOkucbfcGDh2AqCixTOC,INDONESIA,ASIA,19-699-117-6988
50240,1992-02-07,589,F,4-NOT SPECIFIED,Clerk#000000202,0,1,1,23464,0.0,0.0,46928.0,,,,,
2755,1992-02-07,1177,F,4-NOT SPECIFIED,Clerk#000000177,0,1,3,135816,0.0,0.0,271632.0,,,,,
24448,1992-02-07,1367,F,2-HIGH,Clerk#000000896,0,1,1,180114,0.0,0.0,360228.0,,,,,
31525,1992-02-07,239,F,2-HIGH,Clerk#000000715,0,1,1,8989,0.0,0.0,17978.0,Customer#000000239,w8eRmMOmUTjVOkucbfcGDh2AqCixTOC,INDONESIA,ASIA,19-699-117-6988
16866,1992-02-07,1183,F,4-NOT SPECIFIED,Clerk#000000600,0,1,2,74777,0.0,0.0,149554.0,,,,,
48102,1992-02-07,1072,F,2-HIGH,Clerk#000000288,0,1,2,41533,0.0,0.0,83066.0,,,,,
33603,1992-02-07,40,F,1-URGENT,Clerk#000000019,0,1,1,40048,0.0,0.0,80096.0,Customer#000000040,gOnGWAyhSV1ofv,CANADA,AMERICA,13-652-915-8939
37444,1992-02-07,850,F,3-MEDIUM,Clerk#000000186,0,1,2,90291,0.0,0.0,180582.0,,,,,
58978,1992-02-07,1219,F,5-LOW,Clerk#000000670,0,1,3,185368,0.0,0.0,370736.0,,,,,
8224,1992-02-08,37,F,4-NOT SPECIFIED,Clerk#000000811,0,1,1,130757,0.0,0.0,261514.0,Customer#000000037,"7EV4Pwh,3SboctTWt",INDIA,ASIA,18-385-235-7162
50822,1992-02-08,1418,F,3-MEDIUM,Clerk#000000774,0,1,5,265745,0.0,0.0,531490.0,,,,,
11683,1992-02-08,209,F,4-NOT SPECIFIED,Clerk#000000583,0,1,3,185377,0.0,0.0,370754.0,Customer#000000209,iBvmxOZV3qXMYQW3W4Oo7YFhdV,MOZAMBIQUE,AFRICA,26-207-121-7721
27909,1992-02-08,382,F,1-URGENT,Clerk#000000301,0,1,4,173990,0.0,0.0,347980.0,Customer#000000382,"UdgAMamK5JnSykA,ZPfR5W5zRFatDUye",INDIA,ASIA,18-942-650-6657
51397,1992-02-08,1420,F,4-NOT SPECIFIED,Clerk#000000282,0,1,0,27993,0.0,0.0,55986.0,,,,,
16580,1992-02-08,238,F,1-URGENT,Clerk#000000982,0,1,2,291550,0.0,0.0,583100.0,Customer#000000238,tE0lVKK3tz5AG2 Hal2XHwE485g5MX7,MOZAMBIQUE,AFRICA,26-307-925-1236
34117,1992-02-08,1259,F,2-HIGH,Clerk#000000900,0,1,4,294430,0.0,0.0,588860.0,,,,,
28390,1992-02-08,1045,F,2-HIGH,Clerk#000000496,0,1,3,133123,0.0,0.0,266246.0,,,,,
27109,1992-02-09,307,F,1-URGENT,Clerk#000000412,0,1,1,80450,0.0,0.0,160900.0,Customer#000000307,xvkJ13gs7GH,JORDAN,MIDDLE EAST,23-836-934-5394
28198,1992-02-09,172,F,3-MEDIUM,Clerk#000000665,0,1,2,181821,0.0,0.0,363642.0,Customer#000000172,KwgdKUL1G2WacsMNF50yX,RUSSIA,EUROPE,32-178-964-1847
43906,1992-02-09,853,F,2-HIGH,Clerk#000000167,0,1,2,159296,0.0,0.0,318592.0,,,,,
27557,1992-02-09,190,F,5-LOW,Clerk#000000559,0,1,4,262559,0.0,0.0,525118.0,Customer#000000190,"F2X,GhSqLz8k u0gWsirsraFaEDEo6vIGtOTaO1T",IRAQ,MIDDLE EAST,21-730-373-8193
37763,1992-02-09,1460,F,4-NOT SPECIFIED,Clerk#000000782,0,1,0,120886,0.0,0.0,241772.0,,,,,
23140,1992-02-09,424,F,2-HIGH,Clerk#000000761,0,1,4,282818,0.0,0.0,565636.0,Customer#000000424,"i4cf3kmRE9IJr,cu,1",ROMANIA,EUROPE,29-891-311-6778
52544,1992-02-10,1114,F,4-NOT SPECIFIED,Clerk#000000898,0,1,1,114849,0.0,0.0,229698.0,,,,,
51111,1992-02-10,247,F,4-NOT SPECIFIED,Clerk#000000982,0,1,2,106059,0.0,0.0,212118.0,Customer#000000247,N8q4W4QQG2mHY47Dg6,SAUDI ARABIA,MIDDLE EAST,30-151-905-3513
11239,1992-02-10,475,F,1-URGENT,Clerk#000000240,0,1,4,308627,0.0,0.0,617254.0,Customer#000000475,JJMbj6myLUzMlbUmg63hNtFv4pWL8nq,KENYA,AFRICA,24-485-422-9361
4162,1992-02-10,212,F,5-LOW,Clerk#000000179,0,1,1,125525,0.0,0.0,251050.0,Customer#000000212,19U0iZ3GtDdrsn,GERMANY,EUROPE,17-382-405-4333
29507,1992-02-10,265,F,5-LOW,Clerk#000000811,0,1,2,160994,0.0,0.0,321988.0,Customer#000000265,"sthiqpj6CPAKbD7BBSz9ulRuF9d,ebfaiTc",PERU,AMERICA,27-716-734-2046
43744,1992-02-11,706,F,4-NOT SPECIFIED,Clerk#000000652,0,1,1,32886,0.0,0.0,65772.0,,,,,
30599,1992-02-11,517,F,4-NOT SPECIFIED,Clerk#000000957,0,1,1,52846,0.0,0.0,105692.0,,,,,
48967,1992-02-11,718,F,3-MEDIUM,Clerk#000000370,0,1,0,32760,0.0,0.0,65520.0,,,,,
35492,1992-02-11,1237,F,3-MEDIUM,Clerk#000000046,0,1,4,228179,0.0,0.0,456358.0,,,,,
50784,1992-02-11,1231,F,2-HIGH,Clerk#000000445,0,1,1,17269,0.0,0.0,34538.0,,,,,
10917,1992-02-11,251,F,1-URGENT,Clerk#000000078,0,1,1,130613,0.0,0.0,261226.0,Customer#000000251,Z9fdQmv07C3k hxwt9nchhuQiqC4wox85se8EW7L,JORDAN,MIDDLE EAST,23-975-623-5949
33414,1992-02-11,1282,F,4-NOT SPECIFIED,Clerk#000000099,0,1,2,129674,0.0,0.0,259348.0,,,,,
54981,1992-02-12,679,F,2-HIGH,Clerk#000000573,0,1,1,112682,0.0,0.0,225364.0,,,,,
8007,1992-02-12,238,F,5-LOW,Clerk#000000407,0,1,3,238521,0.0,0.0,477042.0,Customer#000000238,tE0lVKK3tz5AG2 Hal2XHwE485g5MX7,MOZAMBIQUE,AFRICA,26-307-925-1236
13157,1992-02-12,656,F,3-MEDIUM,Clerk#000000655,0,1,5,276120,0.0,0.0,552240.0,,,,,
56514,1992-02-12,655,F,5-LOW,Clerk#000000103,0,1,4,219828,0.0,0.0,439656.0,,,,,
17093,1992-02-12,232,F,4-NOT SPECIFIED,Clerk#000000236,0,1,1,122922,0.0,0.0,245844.0,Customer#000000232,"oA9o,3YOXu2rzKONdd,cxpqCFXUv5kuxBYKp",RUSSIA,EUROPE,32-283-563-2674
18500,1992-02-12,88,F,3-MEDIUM,Clerk#000000084,0,1,2,175998,0.0,0.0,351996.0,Customer#000000088,wtkjBN9eyrFuENSMmMFlJ3e7jE5KXcg,MOZAMBIQUE,AFRICA,26-516-273-2566
14625,1992-02-12,1075,F,1-URGENT,Clerk#000000491,0,1,0,2020,0.0,0.0,4040.0,,,,,
10593,1992-02-13,1123,F,2-HIGH,Clerk#000000573,0,1,3,160996,0.0,0.0,321992.0,,,,,
26151,1992-02-13,1288,F,4-NOT SPECIFIED,Clerk#000000519,0,1,3,188684,0.0,0.0,377368.0,,,,,
38661,1992-02-13,1499,F,2-HIGH,Clerk#000000572,0,1,2,268116,0.0,0.0,536232.0,,,,,
4199,1992-02-13,41,F,1-URGENT,Clerk#000000309,0,1,0,43366,0.0,0.0,86732.0,Customer#000000041,IM9mzmyoxeBmvNw8lA7G3Ydska2nkZF,IRAN,MIDDLE EAST,20-917-711-4011
14272,1992-02-13,1348,F,3-MEDIUM,Clerk#000000075,0,1,1,101818,0.0,0.0,203636.0,,,,,
58019,1992-02-14,1268,F,4-NOT SPECIFIED,Clerk#000000424,0,1,1,37717,0.0,0.0,75434.0,,,,,
13700,1992-02-14,1063,F,1-URGENT,Clerk#000000801,0,1,1,19820,0.0,0.0,39640.0,,,,,
40772,1992-02-14,361,F,1-URGENT,Clerk#000000712,0,1,3,157001,0.0,0.0,314002.0,Customer#000000361,l0F8jMJVe63cb,SAUDI ARABIA,MIDDLE EAST,30-164-267-4590
8772,1992-02-14,283,F,1-URGENT,Clerk#000000294,0,1,0,13146,0.0,0.0,26292.0,Customer#000000283,jysHDuTKUKYEjdBhtI LqTttTp 7i2kvx1 O3A,GERMANY,EUROPE,17-111-303-1282
34211,1992-02-14,965,F,4-NOT SPECIFIED,Clerk#000000239,0,1,3,117393,0.0,0.0,234786.0,,,,,
33507,1992-02-14,154,F,5-LOW,Clerk#000000113,0,1,1,138703,0.0,0.0,277406.0,Customer#000000154,2LAlU fDHkOqbXjHHDqw1mJQNC,ROMANIA,EUROPE,29-522-835-6914
33184,1992-02-14,800,F,4-NOT SPECIFIED,Clerk#000000078,0,1,3,63641,0.0,0.0,127282.0,,,,,
31168,1992-02-14,1009,F,1-URGENT,Clerk#000000199,0,1,2,146642,0.0,0.0,293284.0,,,,,
38500,1992-02-14,989,F,1-URGENT,Clerk#000000882,0,1,0,81690,0.0,0.0,163380.0,,,,,
54053,1992-02-15,686,F,2-HIGH,Clerk#000000491,0,1,5,303524,0.0,0.0,607048.0,,,,,
43203,1992-02-15,1201,F,4-NOT SPECIFIED,Clerk#000000573,0,1,1,179483,0.0,0.0,358966.0,,,,,
1537,1992-02-15,1076,F,4-NOT SPECIFIED,Clerk#000000862,0,1,3,151567,0.0,0.0,303134.0,,,,,
11267,1992-02-15,548,F,5-LOW,Clerk#000000096,0,1,1,45544,0.0,0.0,91088.0,,,,,
1154,1992-02-15,352,F,1-URGENT,Clerk#000000268,0,1,0,266355,0.0,0.0,532710.0,Customer#000000352,HqhIE5GRTK0dFtWpJUQENU4aa1bwdsUBEWtzUw,INDONESIA,ASIA,19-906-158-8420
20962,1992-02-15,457,F,3-MEDIUM,Clerk#000000990,0,1,2,271882,0.0,0.0,543764.0,Customer#000000457,eaAWe Vqr0x17Uwj1uzQRb wQpXxZVDWS3Wg,SAUDI ARABIA,MIDDLE EAST,30-543-684-2857
55717,1992-02-15,1111,F,3-MEDIUM,Clerk#000000692,0,1,1,22891,0.0,0.0,45782.0,,,,,
29473,1992-02-16,1469,F,3-MEDIUM,Clerk#000000514,0,1,2,223630,0.0,0.0,447260.0,,,,,
32292,1992-02-16,571,F,5-LOW,Clerk#000000397,0,1,3,258893,0.0,0.0,517786.0,,,,,
54371,1992-02-16,661,F,4-NOT SPECIFIED,Clerk#000000941,0,1,3,103574,0.0,0.0,207148.0,,,,,
35846,1992-02-16,200,F,3-MEDIUM,Clerk#000000046,0,1,1,68983,0.0,0.0,137966.0,Customer#000000200,x1 H5c66DUgH2pgNTJhw6eZKgrAz,MOZAMBIQUE,AFRICA,26-472-302-4189
7587,1992-02-16,227,F,5-LOW,Clerk#000000290,0,1,0,29720,0.0,0.0,59440.0,Customer#000000227,7wlpEBswtXBPNODASgCUt8OZQ,JORDAN,MIDDLE EAST,23-951-816-2439
38052,1992-02-16,602,F,5-LOW,Clerk#000000554,0,1,1,31564,0.0,0.0,63128.0,,,,,
56354,1992-02-17,1255,F,4-NOT SPECIFIED,Clerk#000000694,0,1,1,54152,0.0,0.0,108304.0,,,,,
30694,1992-02-17,122,F,5-LOW,Clerk#000000963,0,1,1,20375,0.0,0.0,40750.0,Customer#000000122,yp5slqoNd26lAENZW3a67wSfXA6hTF,CANADA,AMERICA,13-702-694-4520
24487,1992-02-17,832,F,4-NOT SPECIFIED,Clerk#000000166,0,1,0,46511,0.0,0.0,93022.0,,,,,
25570,1992-02-17,391,F,1-URGENT,Clerk#000000231,0,1,2,114391,0.0,0.0,228782.0,Customer#000000391,q10SV05KB1038lzUR8P,IRAQ,MIDDLE EAST,21-604-451-4462
53159,1992-02-17,1307,F,2-HIGH,Clerk#000000179,0,1,4,189565,0.0,0.0,379130.0,,,,,
46017,1992-02-17,328,F,5-LOW,Clerk#000000809,0,1,4,156499,0.0,0.0,312998.0,Customer#000000328,9pu j2HoEf1uhiY3jxE9l9fCRfjoVU,ETHIOPIA,AFRICA,15-817-180-1487
17607,1992-02-17,1039,F,1-URGENT,Clerk#000000026,0,1,1,45847,0.0,0.0,91694.0,,,,,
14212,1992-02-17,806,F,1-URGENT,Clerk#000000384,0,1,3,202359,0.0,0.0,404718.0,,,,,
31106,1992-02-17,649,F,5-LOW,Clerk#000000154,0,1,3,283050,0.0,0.0,566100.0,,,,,
24775,1992-02-18,607,F,1-URGENT,Clerk#000000701,0,1,1,53587,0.0,0.0,107174.0,,,,,
40065,1992-02-18,337,F,2-HIGH,Clerk#000000060,0,1,2,244035,0.0,0.0,488070.0,Customer#000000337,EluRTlO4pE7u0XSKKyvKvVyt4sADWFRLZuiyn,ALGERIA,AFRICA,10-337-165-1106
801,1992-02-18,1178,F,1-URGENT,Clerk#000000186,0,1,2,186508,0.0,0.0,373016.0,,,,,
14240,1992-02-18,689,F,2-HIGH,Clerk#000000728,0,1,4,215286,0.0,0.0,430572.0,,,,,
4391,1992-02-18,379,F,2-HIGH,Clerk#000000880,0,1,2,81246,0.0,0.0,162492.0,Customer#000000379,"t3QzCf,q1NbshmjOIUY",GERMANY,EUROPE,17-228-550-9246
41830,1992-02-18,1303,F,5-LOW,Clerk#000000470,0,1,1,188549,0.0,0.0,377098.0,,,,,
57668,1992-02-18,431,F,1-URGENT,Clerk#000000391,0,1,1,49896,0.0,0.0,99792.0,Customer#000000431,RNfSXbUJkgUlBBPn,FRANCE,EUROPE,16-326-904-6643
40067,1992-02-18,1462,F,5-LOW,Clerk#000000372,0,1,3,116672,0.0,0.0,233344.0,,,,,
40673,1992-02-18,325,F,5-LOW,Clerk#000000682,0,1,5,229824,0.0,0.0,459648.0,Customer#000000325,Z I43vl3ta3iYmjXNaSM d6Pe24ibjhdvPSi,MOROCCO,AFRICA,25-823-702-9630
52003,1992-02-19,1064,F,5-LOW,Clerk#000000448,0,1,1,42141,0.0,0.0,84282.0,,,,,
37445,1992-02-19,472,F,2-HIGH,Clerk#000000396,0,1,1,158904,0.0,0.0,317808.0,Customer#000000472,hWgfnsmTAEOx9Mqp87YwztGrgLLqNkjMPh4,JAPAN,ASIA,22-940-478-1933
42789,1992-02-19,904,F,1-URGENT,Clerk#000000516,0,1,0,30346,0.0,0.0,60692.0,,,,,
12418,1992-02-19,1300,F,4-NOT SPECIFIED,Clerk#000000547,0,1,1,125789,0.0,0.0,251578.0,,,,,
32192,1992-02-19,334,F,4-NOT SPECIFIED,Clerk#000000344,0,1,6,194155,0.0,0.0,388310.0,Customer#000000334,OPN1N7t4aQ23TnCpc,EGYPT,MIDDLE EAST,14-947-291-5002
37123,1992-02-19,32,F,2-HIGH,Clerk#000000090,0,1,3,135120,0.0,0.0,270240.0,Customer#000000032,"jD2xZzi UmId,DCtNBLXKj9q0Tlp2iQ6ZcO3J",MOROCCO,AFRICA,25-430-914-2194
4035,1992-02-19,1165,F,5-LOW,Clerk#000000097,0,1,3,35850,0.0,0.0,71700.0,,,,,
42115,1992-02-19,323,F,1-URGENT,Clerk#000000867,0,1,3,207998,0.0,0.0,415996.0,Customer#000000323,"ZLnVZ CXRi2,QDrlo",CHINA,ASIA,28-347-223-6024
59236,1992-02-19,928,F,1-URGENT,Clerk#000000304,0,1,1,27079,0.0,0.0,54158.0,,,,,
42624,1992-02-19,115,F,5-LOW,Clerk#000000806,0,1,2,191157,0.0,0.0,382314.0,Customer#000000115,0WFt1IXENmUT2BgbsB0ShVKJZt0HCBCbFl0aHc,INDIA,ASIA,18-971-699-1843
7299,1992-02-19,1369,F,1-URGENT,Clerk#000000065,0,1,1,98826,0.0,0.0,197652.0,,,,,
39075,1992-02-20,1345,F,4-NOT SPECIFIED,Clerk#000000243,0,1,3,178960,0.0,0.0,357920.0,,,,,
5860,1992-02-20,127,F,4-NOT SPECIFIED,Clerk#000000079,0,1,0,14025,0.0,0.0,28050.0,Customer#000000127,Xyge4DX2rXKxXyye1Z47LeLVEYMLf4Bfcj,VIETNAM,ASIA,31-101-672-2951
35905,1992-02-20,1204,F,5-LOW,Clerk#000000688,0,1,3,191788,0.0,0.0,383576.0,,,,,
1057,1992-02-20,760,F,1-URGENT,Clerk#000000124,0,1,3,181305,0.0,0.0,362610.0,,,,,
26309,1992-02-20,1367,F,5-LOW,Clerk#000000765,0,1,4,267138,0.0,0.0,534276.0,,,,,
12711,1992-02-20,85,F,1-URGENT,Clerk#000000326,0,1,0,83494,0.0,0.0,166988.0,Customer#000000085,siRerlDwiolhYR 8FgksoezycLj,ETHIOPIA,AFRICA,15-745-585-8219
44035,1992-02-21,1174,F,2-HIGH,Clerk#000000718,0,1,0,21950,0.0,0.0,43900.0,,,,,
25255,1992-02-21,490,F,1-URGENT,Clerk#000000356,0,1,3,145800,0.0,0.0,291600.0,Customer#000000490," 66fG3Fyb946cVQsH9Z3VMNzR,yfHMKIEB",RUSSIA,EUROPE,32-268-147-7824
20803,1992-02-21,52,F,1-URGENT,Clerk#000000378,0,1,2,65112,0.0,0.0,130224.0,Customer#000000052,7 QOqGqqSy9jfV51BC71jcHJSD0,IRAQ,MIDDLE EAST,21-186-284-5998
6,1992-02-21,557,F,4-NOT SPECIFIED,Clerk#000000058,0,1,0,48040,0.0,0.0,96080.0,,,,,
421,1992-02-22,392,F,5-LOW,Clerk#000000405,0,1,1,1232,0.0,0.0,2464.0,Customer#000000392,H7M6JObndO,PERU,AMERICA,27-601-793-2507
17602,1992-02-22,383,F,1-URGENT,Clerk#000000672,0,1,0,19461,0.0,0.0,38922.0,Customer#000000383,iBIHYgXvVDpu6qq7FlqXVcAIDAzv4qs,BRAZIL,AMERICA,12-868-920-9034
46466,1992-02-22,574,F,3-MEDIUM,Clerk#000000799,0,1,4,209759,0.0,0.0,419518.0,,,,,
58562,1992-02-22,1373,F,1-URGENT,Clerk#000000047,0,1,1,238899,0.0,0.0,477798.0,,,,,
17285,1992-02-22,577,F,4-NOT SPECIFIED,Clerk#000000019,0,1,0,95057,0.0,0.0,190114.0,,,,,
54690,1992-02-22,794,F,3-MEDIUM,Clerk#000000601,0,1,6,247302,0.0,0.0,494604.0,,,,,
57541,1992-02-23,631,F,4-NOT SPECIFIED,Clerk#000000859,0,1,0,30993,0.0,0.0,61986.0,,,,,
37797,1992-02-23,1240,F,3-MEDIUM,Clerk#000000580,0,1,1,137974,0.0,0.0,275948.0,,,,,
51239,1992-02-24,908,F,5-LOW,Clerk#000000253,0,1,0,140937,0.0,0.0,281874.0,,,,,
8388,1992-02-24,877,F,5-LOW,Clerk#000000930,0,1,3,246039,0.0,0.0,492078.0,,,,,
9281,1992-02-24,904,F,1-URGENT,Clerk#000000530,0,1,3,172325,0.0,0.0,344650.0,,,,,
40132,1992-02-24,665,F,5-LOW,Clerk#000000870,0,1,4,381965,0.0,0.0,763930.0,,,,,
41921,1992-02-24,1070,F,3-MEDIUM,Clerk#000000386,0,1,2,117655,0.0,0.0,235310.0,,,,,
35392,1992-02-24,1207,F,2-HIGH,Clerk#000000644,0,1,1,52339,0.0,0.0,104678.0,,,,,
